Code,City,Airport,Country
SXQ,Soldotna (AK),Soldotna,USA
SXR,Srinagar,Srinagar,India
SXS,Sahabat 16,Sahabat 16,Malaysia
SXT,Taman Negara,Taman Negara,Malaysia
SXU,Soddu,Soddu,Ethiopia
SXV,Salem,Salem,India
SXW,Sauren,Sauren,Papua New Guinea
SXX,Sao Felix Do Xingu,Sao Felix Do Xingu,Brazil
SXY,Sidney (NY),Sidney,USA
SXZ,Siirt,Siirt,Turkey
SYA,Shemya (AK),Shemya AFB,USA
SYB,Seal Bay (AK),Seal Bay,USA
SYC,Shiringayoc,Shiringayoc,Peru
SYD,Sydney,Kingsford Smith,Australia
SYE,Sadah,Sadah,Yemen
SYF,Silva Bay,Silva Bay,Canada
SYG,Svalbard,Spitsberg,Norway
SYH,Syangboche,Syangboche,Nepal
SYI,Shelbyville (TN),Bomar Field,USA
SYJ,Sirjan,Sirjan,Iran
SYK,Stykkisholmur,Stykkisholmur,Iceland
SYL,San Miguel (CA),Roberts AAF,USA
SYM,Simao,Simao,PR China
SYN,Stanton (MN),Carleton,USA
SYO,Shonai,Shonai,Japan
SYP,Santiago,Santiago,Panama
SYQ,San Jose,Tobias Bolanos International,Costa Rica
SYR,Syracuse (NY),Hancock International,USA
SYS,Sunchon,Yosu,South Korea
SYT,Saint Yan,Charolais Bourgogne S.,France
SYU,Sue Island,Warraber Island,Australia
SYV,Sylvester (GA),Sylvester,USA
SYW,Sehwen Sharif,Sehwen Sharif,Pakistan
SYX,Sanya,Sanya,PR China
SYY,Stornoway,Stornoway,United Kingdom
SYZ,Shiraz,Shiraz,Iran
SZA,Soyo,Soyo,Angola
SZB,Kuala Lumpur,Sultan Abdul Aziz Shah,Malaysia
SZC,Santa Cruz,Guanacaste,Costa Rica
SZD,Sheffield,Sheffield City Airport,United Kingdom
SZE,Semera,Semera Airport,Ethiopia
SZF,Samsun,Carsamba,Turkey
SZG,Salzburg,W.A. Mozart,Austria
SZH,Senipah,Senipah,Indonesia
SZI,Zaisan,Zaisan,Kazakhstan
SZJ,Siguanea,Siguanea,Cuba
SZK,Skukuza,Skukuza,South Africa
SZL,Warrensburg (MO),Whiteman AFB,USA
SZM,Sesriem,Sesriem,Namibia
SZN,Santa Barbara (CA),Santa Cruz Island,USA
SZO,Shanzhou,Shanzhou,PR China
SZP,Santa Paula (CA),Santa Paula,USA
SZQ,Saenz Pena,Saenz Pena,Argentina
SZR,Stara Zagora,Stara Zagora,Bulgaria
SZS,Stewart Island,Stewart Island,New Zealand
SZT,S.Cristobal del Casas,San Cristobal Airport,Mexico
SZU,Segou,Segou,Mali
SZV,Suzhou,Suzhou,PR China
SZW,Schwerin,Parchim Airport,Germany
SZX,Shenzhen,Shenzhen,PR China
SZY,Szymany,Mazury,Poland
SZZ,Szczecin,Goleniow,Poland
TAA,Tarapaina,Tarapaina,Solomon Islands
TAB,Tobago,Tobago,Trinidad and Tobago
TAC,Tacloban,D.Z. Romualdez,Philippines
TAD,Trinidad (CO),Las Animas,USA
TAE,Daegu,Daegu,South Korea
TAF,Oran,Tafaraoui,Algeria
TAG,Tagbilaran,Tagbilaran,Philippines
TAH,Tanna,Tanna,Vanuatu
TAI,Taiz,Al Janad,Yemen
TAJ,Aitape,Tadji,Papua New Guinea
TAK,Takamatsu,Takamatsu,Japan
TAL,Tanana (AK),Ralph Calhoun,USA
TAM,Tampico,Gen F Javier Mina,Mexico
TAN,Tangalooma,Tangalooma,Australia
TAO,Qingdao,Qingdao,PR China
TAP,Tapachula,International,Mexico
TAQ,Tarcoola,Tarcoola,Australia
TAR,Taranto,M. A. Grottag,Italy
TAS,Tashkent,Vostochny,Uzbekistan
TAT,Poprad/Tatry,Poprad/Tatry,Slovakia
TAU,Tauramena,Tauramena,Colombia
TAV,Tau,Tau,American Samoa
TAW,Tacuarembo,Tacuarembo,Uruguay
TAX,Taliabu,Taliabu,Indonesia
TAY,Tartu,Tartu,Estonia
TAZ,Dashoguz,Dashoguz,Turkmenistan
TBA,Tabibuga,Tabibuga,Papua New Guinea
TBB,Tuy Hoa,Tuy Hoa,Viet Nam
TBC,Tuba City (AZ),Tuba City,USA
TBD,Timbiqui,Timbiqui,Colombia
TBE,Timbunke,Timbunke,Papua New Guinea
TBF,Tabiteuea North,Tabiteuea North,Kiribati
TBG,Tabubil,Tabubil,Papua New Guinea
TBH,Tablas,Tablas,Philippines
TBI,The Bight,The Bight,Bahamas
TBJ,Tabarka,Tabarka,Tunisia
TBK,Timber Creek,Timber Creek,Australia
TBL,Tableland,Tableland,Australia
TBM,Tumbang Samba,Tumbang Samba,Indonesia
TBN,Fort Leonard Wood (MO),Forney AAF,USA
TBO,Tabora,Tabora,Tanzania
TBP,Tumbes,Tumbes,Peru
TBQ,Tarabo,Tarabo,Papua New Guinea
TBR,Statesboro (GA),Municipal,USA
TBS,Tbilisi,Novo Alexeyevka,Georgia
TBT,Tabatinga,Internacional,Brazil
TBU,Nuku'Alofa,Fua'Amotu Internationa,Tonga
TBV,Tabal,Tabal,Marshall Islands
TBW,Tambov,Tambov,Russia
TBX,Taabo,Taabo,Cote d'Ivoire
TBY,Tsabong,Tsabong,Botswana
TBZ,Tabriz,Tabriz,Iran
TCA,Tennant Creek,Tennant Creek,Australia
TCB,Treasure Cay,Treasure Cay,Bahamas
TCC,Tucumcari (NM),Tucumcari,USA
TCD,Tarapaca,Tarapaca,Colombia
TCE,Tulcea,Tulcea,Romania
TCF,Tocoa,Tocoa,Honduras
TCG,Tacheng,Tacheng,PR China
TCH,Tchibanga,Tchibanga,Gabon
TCI,Tenerife,Metropolitan Area,"Canary Islands, Spain"
TCJ,Torembi,Torembi Airport,Papua New Guinea
TCK,Tinboli,Tinboli Airport,Papua New Guinea
TCL,Tuscaloosa (AL),Van De Graaf,USA
TCM,Tacoma (WA),Mc Chord AFB,USA
TCN,Tehuacan,Tehuacan,Mexico
TCO,Tumaco,La Florida,Colombia
TCP,Taba,Taba International,Egypt
TCQ,Tacna,Tacna,Peru
TCR,Tuticorin,Tuticorin,India
TCS,Truth Or Consequences (NM),Municipal,USA
TCT,Takotna (AK),Takotna,USA
TCU,Thaba Nchu,Thaba Nchu,South Africa
TCV,Tete,Tete,Mozambique
TCW,Tocumwal,Tocumwal,Australia
TCX,Tabas,Tabas,Iran
TCY,Terrace Bay,Terrace Bay,Namibia
TDA,Trinidad,Trinidad,Colombia
TDB,Tetabedi,Tetabedi,Papua New Guinea
TDD,Trinidad,Trinidad,Bolivia
TDG,Tandag,Tandag,Philippines
TDJ,Tadjoura,Tadjoura,Djibouti
TDK,Taldy-Kurgan,Taldy-Kurgan,Kazakhstan
TDL,Tandil,Tandil,Argentina
TDN,Theda,Theda Station,Australia
TDO,Toledo (WA),Winlock,USA
TDR,Theodore,Theodore,Australia
TDT,Tanda Tula,Tanda Tula,South Africa
TDV,Tanandava,Tanandava,Madagascar
TDW,Amarillo (TX),Tradewind,USA
TDZ,Toledo (OH),Toledo,USA
TEA,Tela,Tela,Honduras
TEB,Teterboro (NJ),Teterboro,USA
TEC,Telemaco Borba,Telemaco Borba,Brazil
TED,Thisted,Thisted,Denmark
TEE,Tbessa,Tbessa,Algeria
TEF,Telfer,Telfer,Australia
TEG,Tenkodogo,Tenkodogo,Burkina Faso
TEH,Tetlin (AK),Tetlin,USA
TEI,Tezu,Tezu,India
TEK,Tatitlek (AK),Tatitlek,USA
TEL,Telupid,Telupid,Malaysia
TEM,Temora,Temora,Australia
TEN,Tongren,Tongren,PR China
TEO,Terapo,Terapo,Papua New Guinea
TEP,Teptep,Teptep,Papua New Guinea
TEQ,Tekirdag,Corlu,Turkey
TER,Terceira Island,Lajes,Portugal
TES,Tessenei,Tessenei,Eritrea
TET,Tete,Matunda,Mozambique
TEU,Te Anau,Manapouri,New Zealand
TEX,Telluride (CO),Telluride,USA
TEY,Thingeyri,Thingeyri,Iceland
TEZ,Tezpur,Salonibari,India
TFB,Tifalmin,Tifalmin,Papua New Guinea
TFF,Tefe,Tefe,Brazil
TFI,Tufi,Tufi,Papua New Guinea
TFL,Teofilo Otoni,Teofilo Otoni,Brazil
TFM,Telefomin,Telefomin,Papua New Guinea
TFN,Tenerife,Norte Los Rodeos,"Canary Islands, Spain"
TFR,Ramadan,Ramadan,Egypt
TFS,Tenerife,Sur Reina Sofia,"Canary Islands, Spain"
TFT,Taftan,Taftan,Pakistan
TFY,Tarfaya,Tarfaya,Morocco
TGB,Tagbita,Tagbita,Philippines
TGD,Podgorica,Golubovci,Montenegro
TGE,Tuskegee (AL),Sharpe Field,USA
TGF,Tignes,Tignes,France
TGG,Kuala Terengganu,Sultan Mahmood,Malaysia
TGH,Tongoa,Tongoa,Vanuatu
TGI,Tingo Maria,Tingo Maria,Peru
TGJ,Tiga,Tiga,New Caledonia
TGL,Tagula,Tagula,Papua New Guinea
TGM,Tirgu Mures,Tirgu Mures,Romania
TGN,Traralgon,La Trobe Regional,Australia
TGO,Tongliao,Tongliao,PR China
TGQ,Tangara da Serra,Tangara da Serra,Brazil
TGR,Touggourt,Touggourt,Algeria
TGS,Chokwe,Chokwe,Mozambique
TGT,Tanga,Tanga,Tanzania
TGU,Tegucigalpa,Toncontin,Honduras
TGV,Targovishte,Targovishte,Bulgaria
TGX,Tingrela,Tingrela,Cote d'Ivoire
TGZ,Tuxtla Gutierrez,Llano San Juan,Mexico
THA,Tullahoma (TN),Northern,USA
THB,Thaba-Tseka,Thaba-Tseka,Lesotho
THC,Tchien,Tchien,Liberia
THE,Teresina,Senador Petronio Portella Airport,Brazil
THF,Berlin,Tempelhof (ceased operating in 2008),Germany
THG,Thangool,Thangool,Australia
THH,Taharoa,Taharoa,New Zealand
THI,Tichitt,Tichitt,Mauritania
THK,Thakhek,Thakhek,Lao PDR
THL,Tachilek,Tachilek,Myanmar
THM,Thompsonfield (MO),Thompsonfield,USA
THN,Trollhattan,Trollhattan,Sweden
THO,Thorshofn,Thorshofn,Iceland
THP,Thermopolis (WY),Hot Springs,USA
THR,Tehran,Mehrabad,Iran
THS,Sukhothai,Sukhothai,Thailand
THT,Tamchakett,Tamchakett,Mauritania
THU,Pituffik,Pituffik,Greenland
THV,York (PA),York,USA
THY,Thohoyandou,Thohoyandou,South Africa
THZ,Tahoua,Tahoua,Niger
TIA,Tirana,Rinas,Albania
TIB,Tibu,Tibu,Colombia
TIC,Tinak Island,Tinak Island,Marshall Islands
TID,Tiaret,Bouchekif,Algeria
TIE,Tippi,Tippi,Ethiopia
TIF,Taif,Taif,Saudi Arabia
TIG,Tingwon,Tingwon,Papua New Guinea
TIH,Tikehau Atoll,Tikehau Atoll,French Polynesia
TII,Tirinkot,Tirinkot,Afghanistan
TIJ,Tijuana,Rodriguez,Mexico
TIK,Oklahoma City (OK),Tinker AFB,USA
TIL,Inverlake,Inverlake,Canada
TIM,Tembagapura,Timika,Indonesia
TIN,Tindouf,Tindouf,Algeria
TIO,Tilin,Tilin,Myanmar
TIP,Tripoli,International,Libya
TIQ,Tinian,Tinian,Northern Mariana Islands
TIR,Tirupati,Tirupati,India
TIS,Thursday Island,Thursday Island,Australia
TIU,Timaru,Timaru,New Zealand
TIV,Tivat,Tivat Airport,Montenegro
TIW,Tacoma (WA),Industrial,USA
TIX,Titusville (FL),Space Center Exect.,USA
TIY,Tidjikja,Tidjikja,Mauritania
TIZ,Tari,Tari,Papua New Guinea
TJA,Tarija,Tarija,Bolivia
TJB,Tanjung Balai,Tanjung Balai,Indonesia
TJC,Ticantiki,Ticantiki,Panama
TJG,Tanjung Warukin,Tanjung Warukin,Indonesia
TJH,Toyooka,Tajima,Japan
TJI,Trujillo,Capiro,Honduras
TJK,Tokat,Tokat,Turkey
TJM,Tyumen,Tyumen,Russia
TJN,Takume,Takume,French Polynesia
TJQ,Tanjung Pandan,Bulutumbang,Indonesia
TJS,Tanjung Selor,Tanjung Selor,Indonesia
TJV,Thanjavur,Thanjavur,India
TKA,Talkeetna (AK),Talkeetna,USA
TKB,Tekadu,Tekadu,Papua New Guinea
TKC,Tiko,Tiko,Cameroon
TKD,Takoradi,Takoradi,Ghana
TKE,Tenakee Springs (AK),Tenakee SPB,USA
TKF,Truckee (CA),Truckee,USA
TKG,Bandar Lampung,Branti,Indonesia
TKH,Takhli,Takhli,Thailand
TKI,Tokeen (AK),Tokeen,USA
TKJ,Tok (AK),Tok,USA
TKK,Truk,Truk,Micronesia
TKL,Taku Lodge (AK),Taku SPB,USA
TKM,Tikal,El Peten,Guatemala
TKN,Tokunoshima,Tokunoshima,Japan
TKO,Tlokoeng,Tlokoeng,Lesotho
TKP,Takapoto,Takapoto,French Polynesia
TKQ,Kigoma,Kigoma,Tanzania
TKR,Thakurgaon,Thakurgaon,Bangladesh
TKS,Tokushima,Tokushima,Japan
TKT,Tak,Tak,Thailand
TKU,Turku,Turku,Finland
TKV,Tatakoto,Tatakoto,French Polynesia
TKW,Tekin,Tekin,Papua New Guinea
TKX,Takaroa,Takaroa,French Polynesia
TKY,Turkey Creek,Turkey Creek,Australia
TKZ,Tokoroa,Tokoroa,New Zealand
TLA,Teller (AK),Teller,USA
TLB,Tarbela,Tarbela,Pakistan
TLC,Toluca,Toluca,Mexico
TLD,Tuli Lodge,Tuli Lodge,Botswana
TLE,Tulear,Tulear,Madagascar
TLF,Telida (AK),Telida,USA
TLG,Tulagi Island,Tulagi Island,Solomon Islands
TLH,Tallahassee (FL),Municipal,USA
TLI,Tolitoli,Tolitoli,Indonesia
TLJ,Tatalina (AK),Tatalina AFS,USA
TLK,Talknafjordur,Talknafjordur,Iceland
TLL,Tallinn,Ulemiste,Estonia
TLM,Tlemcen,Zenata,Algeria
TLN,Toulon,Hyeres,France
TLO,Tol,Tol,Papua New Guinea
TLP,Tumolbil,Tumolbil,Papua New Guinea
TLR,Tulare (CA),Tulare,USA
TLS,Toulouse,Blagnac Airport,France
TLT,Tuluksak (AK),Tuluksak,USA
TLU,Tolu,Tolu,Colombia
TLV,Tel Aviv Yafo,Ben Gurion International,Israel
TLW,Talasea,Talasea,Papua New Guinea
TLX,Talca,Talca,Chile
TLZ,Catalao,Catalao,Brazil
TMA,Tifton (GA),Henry Tift Myers,USA
TMB,Miami (FL),Tamiami,USA
TMC,Tambolaka,Tambolaka,Indonesia
TMD,Timbedra,Timbedra,Mauritania
TME,Tame,Tame,Colombia
TMG,Tomanggong,Tomanggong,Malaysia
TMH,Tanahmerah,Tanahmerah,Indonesia
TMI,Tumling Tar,Tumling Tar,Nepal
TMJ,Termez,Termez,Uzbekistan
TMK,Tamky,Tamky,Viet Nam
TML,Tamale,Tamale,Ghana
TMM,Tamatave,Tamatave,Madagascar
TMN,Tamana Island,Tamana Island,Kiribati
TMO,Tumeremo,Tumeremo,Venezuela
TMP,Tampere,Tampere-Pirkkala,Finland
TMQ,Tambao,Tambao,Burkina Faso
TMR,Tamanrasset,Aguemar,Algeria
TMS,Sao Tome Island,Sao Tome,Sao Tome and Principe
TMT,Trombetas,Trombetas,Brazil
TMU,Tambor,Tambor,Costa Rica
TMW,Tamworth,Tamworth,Australia
TMX,Timimoun,Timimoun,Algeria
TMY,Tiom,Tiom,Indonesia
TMZ,Thames,Thames,New Zealand
TNA,Jinan,Jinan,PR China
TNB,Tanah Grogot,Tanah Grogot,Indonesia
TNC,Tin City (AK),Tin City AFS,USA
TND,Trinidad,Trinidad,Cuba
TNE,Nakatane,New Tanegashima Airport,Japan
TNF,Toussus-le-Noble,Toussus-le-Noble,France
TNG,Tangier,Boukhalef,Morocco
TNH,Tonghua,Tonghua Liuhe,PR China
TNI,Satna,Satna,India
TNJ,Tanjung Pinang,Kidjang,Indonesia
TNK,Tununak (AK),Tununak,USA
TNL,Ternopol,Ternopol,Ukraine
TNM,Teniente R. Marsh,Teniente R. Marsh,Antarctica
TNN,Tainan,Tainan,Taiwan
TNO,Tamarindo,Tamarindo,Costa Rica
TNP,Twentynine Palms (CA),Twentynine Palms,USA
TNQ,Teraina,Teraina,Kiribati
TNR,Antananarivo,Antananarivo,Madagascar
TNS,Tungsten,Tungsten,Canada
TNT,Miami (FL),Dade Collier,USA
TNU,Newton IA,Municipal,USA
TNV,Tabuaeran,Tabuaeran,Kiribati
TNX,Stung Treng,Stung Treng,Cambodia
TOA,Torrance (CA),Torrance,USA
TOB,Tobruk,Tobruk,Libya
TOC,Toccoa (GA),Toccoa,USA
TOD,Tioman,Tioman,Malaysia
TOE,Tozeur,Tozeur,Tunisia
TOF,Tomsk,Tomsk,Russia
TOG,Togiak Village (AK),Togiak Village,USA
TOH,Torres,Torres Airstrip,Vanuatu
TOI,Troy (AL),Municipal,USA
TOJ,Madrid,Torrejon AFB,Spain
TOK,Torokina,Torokina,Papua New Guinea
TOL,Toledo (OH),Express,USA
TOM,Tombouctou,Tombouctou,Mali
TON,Tonu,Tonu,Papua New Guinea
TOO,San Vito,San Vito,Costa Rica
TOP,Topeka (KS),Philip Billard,USA
TOQ,Tocopilla,Barriles,Chile
TOR,Torrington (WY),Municipal,USA
TOS,Tromso,Tromso/Langnes,Norway
TOT,Totness,Coronie,Suriname
TOU,Touho,Touho,New Caledonia
TOV,Tortola,West End SPB,British Virgin Islands
TOW,Toledo,Toledo,Brazil
TOX,Tobolsk,Tobolsk,Russia
TOY,Toyama,Toyama,Japan
TOZ,Touba,Touba,Cote d'Ivoire
TPA,Tampa (FL),Tampa International,USA
TPC,Tarapoa,Tarapoa,Ecuador
TPE,Taipei,Taoyuan International Airport,Taiwan
TPF,Tampa (FL),Peter O. Knight Airport,USA
TPG,Taiping,Taiping,Malaysia
TPH,Tonopah (NV),Tonopah Airport,USA
TPI,Tapini,Tapini,Papua New Guinea
TPJ,Taplejung,Taplejung,Nepal
TPK,Tapaktuan,Tapaktuan,Indonesia
TPL,Temple (TX),Draughon-Miller,USA
TPN,Tiputini,Tiputini,Ecuador
TPO,Tanalian Point (AK),Tanalian Point,USA
TPP,Tarapoto,Tarapoto,Peru
TPQ,Tepic,Tepic,Mexico
TPR,Tom Price,Tom Price,Australia
TPS,Trapani,Birgi,Italy
TPT,Tapeta,Tapeta,Liberia
TPU,Tikapur,Tikapur,Nepal
TQN,Taluqan,Taluqan,Afghanistan
TQR,San Domino Island,San Domino Island,Italy
TQS,Tres Esquinas,Tres Esquinas,Colombia
TRA,Taramajima,Tarama,Japan
TRB,Turbo,Gonzalo,Colombia
TRC,Torreon,Torreon,Mexico
TRD,Trondheim,Vaernes,Norway
TRE,Tiree,Tiree,United Kingdom
TRF,Oslo,Sandefjord,Norway
TRG,Tauranga,Tauranga,New Zealand
TRH,Trona (CA),Trona,USA
TRI,Bristol (VA),Tri-Cities Regional,USA
TRI,Johnson City (TN),Tri-Cities Regional,USA
TRI,Kingsport (TN),Tri-Cities Regional,USA
TRJ,Tarakbits,Tarakbits,Papua New Guinea
TRK,Tarakan,Tarakan,Indonesia
TRL,Terrell (TX),Terrell Field,USA
TRM,Thermal (CA),Thermal,USA
TRN,Turin,Citta Di Torino,Italy
TRO,Taree,Taree,Australia
TRP,Tree Point (AK),Coast Guard Heliport,USA
TRQ,Tarauaca,Tarauaca,Brazil
TRR,Trincomalee,China Bay,Sri Lanka
TRS,Trieste,Dei Legionari,Italy
TRT,Tremonton (UT),Tremonton,USA
TRU,Trujillo,Trujillo,Peru
TRV,Thiruvananthapuram,International,India
TRW,Tarawa,Bonriki,Kiribati
TRX,Trenton (MO),Memorial,USA
TRY,Tororo,Tororo,Uganda
TRZ,Tiruchirapally,Civil,India
TSA,Taipei,Sung Shan,Taiwan
TSB,Tsumeb,Tsumeb,Namibia
TSC,Taisha,Taisha,Ecuador
TSD,Tshipise,Tshipise,South Africa
TSE,Astana,Astana,Kazakhstan
TSF,Venice,Treviso,Italy
TSG,Tanacross (AK),Intermediate,USA
TSH,Tshikapa,Tshikapa,Congo (DRC)
TSI,Tsili Tsili,Tsili Tsili,Papua New Guinea
TSJ,Tsushima,Tsushima,Japan
TSK,Taskul,Taskul,Papua New Guinea
TSL,Tamuin,Tamuin,Mexico
TSM,Taos (NM),Taos,USA
TSN,Tianjin,Tianjin,PR China
TSO,Isles Of Scilly,Tresco,United Kingdom
TSP,Tehachapi (CA),Kern County,USA
TSQ,Torres,Torres,Brazil
TSR,Timisoara,Timisoara,Romania
TSS,New York (NY),East 34th St Heliport,USA
TST,Trang,Trang,Thailand
TSU,Tabiteuea South,Tabiteuea South,Kiribati
TSV,Townsville,Townsville,Australia
TSW,Tsewi,Tsewi,Papua New Guinea
TSX,Tanjung Santan,Tanjung Santan,Indonesia
TSY,Tasikmalaya,Tasikmalaya,Indonesia
TSZ,Tsetserleg,Tsetserleg,Mongolia
TTA,Tan Tan,Tan Tan,Morocco
TTB,Tortoli,Arbatax,Italy
TTC,Taltal,Taltal,Chile
TTD,Troutdale (OR),Troutdale,USA
TTE,Ternate,Babullah,Indonesia
TTG,Tartagal,Tartagal,Argentina
TTH,Thumrait,Thumrait,Oman
TTI,Tetiaroa Is,Tetiaroa Is,French Polynesia
TTJ,Tottori,Tottori,Japan
TTK,Tottenham Hale Station,Tottenham Hale Station,United Kingdom
TTL,Turtle Island,Turtle Island,Fiji
TTM,Tablon De Tamara,Tablon De Tamara,Colombia
TTN,Trenton/Philadelphia (PA),Trenton-Mercer,USA
TTO,Britton (SD),Municipal,USA
TTQ,Tortuquero,Tortuquero,Costa Rica
TTR,Tana Toraja,Tana Toraja,Indonesia
TTS,Tsaratanana,Tsaratanana,Madagascar
TTT,Taitung,Taitung,Taiwan
TTU,Tetuan,Sania Ramel,Morocco
TUA,Tulcan,Tulcan,Ecuador
TUB,Tubuai,Tubuai,French Polynesia
TUC,Tucuman (Tucumán),Benj Matienzo International,Argentina
TUD,Tambacounda,Tambacounda,Senegal
TUE,Tupile,Tupile,Panama
TUF,Tours,St Symphorien,France
TUG,Tuguegarao,Tuguegarao,Philippines
TUH,Tullahoma (TN),Arnold AFS,USA
TUI,Turaif,Turaif,Saudi Arabia
TUJ,Tum,Tum,Ethiopia
TUK,Turbat,Turbat,Pakistan
TUL,Tulsa (OK),International,USA
TUM,Tumut,Tumut,Australia
TUN,Tunis,Carthage,Tunisia
TUO,Taupo,Taupo,New Zealand
TUP,Tupelo (MS),Lemons Municipal,USA
TUQ,Tougan,Tougan,Burkina Faso
TUR,Tucurui,Tucurui,Brazil
TUS,Tucson (AZ),International,USA
TUT,Tauta,Tauta,Papua New Guinea
TUU,Tabuk,Tabuk,Saudi Arabia
TUV,Tucupita,Tucupita,Venezuela
TUW,Tubala,Tubala,Panama
TUX,Tumbler Ridge,Tumbler Ridge,Canada
TUY,Tulum,Tulum,Mexico
TUZ,Tucuma,Tucuma,Brazil
TVA,Morafenobe,Morafenobe,Madagascar
TVC,Traverse City (MI),Traverse City,USA
TVF,Thief River Falls (MN),Regional,USA
TVI,Thomasville (GA),Municipal,USA
TVL,South Lake Tahoe (CA),South Lake Tahoe,USA
TVU,Taveuni,Matei,Fiji
TVY,Dawe,Dawe,Myanmar
TWA,Twin Hills (AK),Twin Hills,USA
TWB,Toowoomba,Toowoomba,Australia
TWD,Port Townsend (WA),Port Townsend,USA
TWE,Taylor (AK),Taylor,USA
TWF,Twin Falls (ID),City County,USA
TWH,Catalina Island (CA),Two Harbors,USA
TWN,Tewantin,Tewantin,Australia
TWP,Torwood,Torwood,Australia
TWT,Tawitawi,Tawitawi,Philippines
TWU,Tawau,Tawau,Malaysia
TWY,Tawa,Tawa,Papua New Guinea
TWZ,Mount Cook,Pukaki/Twizel,New Zealand
TXF,Teixeira de Freitas,Teixeira de Freitas,Brazil
TXG,Taichung,Taichung,Taiwan
TXK,Texarkana (AR),Municipal,USA
TXL,Berlin,Tegel,Germany
TXM,Teminabuan,Teminabuan,Indonesia
TXN,Tunxi,Tunxi,PR China
TXR,Tanbar,Tanbar,Australia
TXU,Tabou,Tabou,Cote d'Ivoire
TYA,Tula,Tula,Russia
TYB,Tibooburra,Tibooburra,Australia
TYD,Tynda,Tynda,Russia
TYE,Tyonek (AK),Tyonek,USA
TYF,Torsby,Torsby Airport,Sweden
TYG,Thylungra,Thylungra,Australia
TYL,Talara,Talara,Peru
TYM,Staniel Cay,Staniel Cay,Bahamas
TYN,Taiyuan,Taiyuan,PR China
TYO,Tokyo,Metropolitan Area,Japan
TYP,Tobermorey,Tobermorey,Australia
TYR,Tyler (TX),Pounds Field,USA
TYS,Knoxville (TN),Mc Ghee Tyson,USA
TYT,Treinta-y-Tres,Treinta-y-Tres,Uruguay
TYZ,Taylor (AZ),Taylor,USA
TZA,Belize City,Municipal,Belize
TZL,Tuzla,Tuzla International,Bosnia and Herzegovina
TZM,Tizimin,Tizimin,Mexico
TZN,South Andros,South Andros,Bahamas
TZX,Trabzon,Trabzon,Turkey
UAC,San Luis Rio Colorado,San Luis Rio Colorado,Mexico
UAE,Mount Aue,Mount Aue,Papua New Guinea
UAH,Ua Huka,Ua Huka,French Polynesia
UAI,Suai,Suai,Indonesia
UAK,Narsarsuaq,Narsarsuaq,Greenland
UAL,Luau,Luau,Angola
UAM,Guam,Anderson AFB,Guam
UAP,Ua Pou,Ua Pou,French Polynesia
UAQ,San Juan,San Juan,Argentina
UAS,Samburu,Samburu,Kenya
UAX,Uaxactun,Uaxactun,Guatemala
UBA,Uberaba,Uberaba,Brazil
UBB,Mabuiag Island,Mabuiag Island,Australia
UBI,Buin,Buin,Papua New Guinea
UBJ,Ube,Ube,Japan
UBP,Ubon Ratchathani,Muang Ubon,Thailand
UBR,Ubrub,Ubrub,Indonesia
UBS,Columbus (MS),Lowndes County,USA
UBT,Ubatuba,Ubatuba,Brazil
UBU,Kalumburu,Kalumburu,Australia
UCA,Utica (NY),Oneida County,USA
UCC,Yucca Flat (NV),Yucca Flat,USA
UCE,Eunice (LA),Eunice,USA
UCK,Lutsk,Lutsk,Ukraine
UCN,Buchanan,Buchanan,Liberia
UCT,Ukhta,Ukhta,Russia
UCY,Union City (TN),Everett-Stewart,USA
UDA,Undarra,Undarra,Australia
UDD,Palm Springs (CA),Bermuda Dunes,USA
UDE,Uden,Volkel,Netherlands
UDI,Uberlandia,Eduardo Gomes,Brazil
UDJ,Uzhgorod,Uzhgorod,Ukraine
UDN,Udine,Airfield,Italy
UDO,Udomxay,Udomxay,Lao PDR
UDR,Udaipur,Dabok,India
UEE,Queenstown,Queenstown,Australia
UEL,Quelimane,Quelimane,Mozambique
UEO,Kumejima,Kumejima,Japan
UES,Waukesha (WI),Waukesha,USA
UET,Quetta,Quetta,Pakistan
UFA,Ufa,Ufa,Russia
UGA,Bulgan,Bulgan,Mongolia
UGB,Pilot Point (AK),Ugashik Bay,USA
UGC,Urgench,Urgench,Uzbekistan
UGI,Uganik (AK),Uganik,USA
UGN,Waukegan (IL),Memorial,USA
UGO,Uige,Uige,Angola
UGS,Ugashik (AK),Ugashik,USA
UGU,Zugapa,Zugapa,Indonesia
UHE,Uherske Hradiste,Uherske Hradiste,Czech Republic
UHF,Upper Heyford,RAF Station,United Kingdom
UIB,Quibdo,Quibdo,Colombia
UIH,Qui Nhon,Qui Nhon,Viet Nam
UII,Utila,Utila,Honduras
UIK,Ust-Ilimsk,Ust-Ilimsk,Russia
UIL,Quillayute (WA),Quillayute State,USA
UIN,Quincy (IL),Municipal,USA
UIO,Quito,Mariscal Sucre International Airport,Ecuador
UIP,Quimper,Pluguffan,France
UIQ,Quine Hill,Quine Hill,Vanuatu
UIR,Quirindi,Quirindi,Australia
UIT,Jaluit Island,Jaluit Island,Marshall Islands
UIZ,Utica (MI),Berz-Macomb,USA
UJE,Ujae Island,Ujae Island,Marshall Islands
UKA,Ukunda,Ukunda,Kenya
UKB,Kobe,Kobe,Japan
UKI,Ukiah (CA),Ukiah,USA
UKK,Ust-Kamenogorsk,Ust-Kamenogorsk,Kazakhstan
